School Name,State,Region,College_Type,Tuition_In,Tuition_Out,Cost of Attendance (Academic),Highest Degree Awarded,Mean Earnings,10th Percentile Earnings,25th Percentile Earnings,Median Earnings,75th Percentile Earnings,90th Percentile Earnings
University of Wisconsin-Green Bay,WI,Great Lakes,Public,7878.0,15728.0,18302.0,Business Marketing,44500,14900,29300,40800,55700,67800
University of Wisconsin-La Crosse,WI,Great Lakes,Public,9096.0,17765.0,17235.0,Business Marketing,52500,17100,34500,48000,65700,80000
Wisconsin Lutheran College,WI,Great Lakes,Private,29140.0,29140.0,39394.0,Business Marketing,45300,11400,27300,41300,55500,63000
University of Wisconsin-Oshkosh,WI,Great Lakes,Public,7587.0,15160.0,18333.0,Business Marketing,45600,14200,30400,42700,57300,70200
University of Wisconsin-Parkside,WI,Great Lakes,Public,7389.0,15378.0,15399.0,Business Marketing,42600,10800,23500,39900,55200,70500
Herzing University-Madison,WI,Great Lakes,Private,13850.0,13850.0,28128.0,Health,41600,12300,22900,37800,54700,77200
University of Wisconsin-Stout,WI,Great Lakes,Public,9456.0,17423.0,19233.0,Business Marketing,48700,14100,31400,45100,63000,77500
University of Wisconsin-Superior,WI,Great Lakes,Public,8109.0,15682.0,17820.0,Education,39800,8900,23700,36700,50900,64800
University of Wisconsin-Madison,WI,Great Lakes,Public,10533.0,34783.0,25121.0,Business Marketing,68000,19100,38400,56200,83700,104600
University of Wisconsin-Milwaukee,WI,Great Lakes,Public,9565.0,20844.0,21701.0,Business Marketing,48200,12600,29200,44200,61500,74700
University of Wisconsin-Platteville,WI,Great Lakes,Public,7536.0,15386.0,18494.0,Engineering,51200,16600,31500,47300,66600,80600
University of Wisconsin-River Falls,WI,Great Lakes,Public,8013.0,15586.0,18201.0,Agriculture,44900,13100,28500,40900,55600,72100
University of Wisconsin-Stevens Point,WI,Great Lakes,Public,8209.0,16476.0,17767.0,Natural Resources,43600,13300,28500,40200,53200,65700
Casper College,WY,Rocky Mountains,Public,3024.0,7536.0,11180.0,Health,41300,4500,19500,35500,54700,78000
Central Wyoming College,WY,Rocky Mountains,Public,3024.0,7536.0,10410.0,Health,33100,4400,13000,28400,43300,68200
Eastern Wyoming College,WY,Rocky Mountains,Public,2928.0,7440.0,12200.0,Precision Production,33700,3200,12500,28500,47500,65300
Laramie County Community College,WY,Rocky Mountains,Public,3426.0,7938.0,10812.0,Health,39300,4500,19200,34600,53800,67100
Northwest College,WY,Rocky Mountains,Public,3386.0,7898.0,12424.0,Health,37200,4800,16000,30000,47700,69300
Northern Wyoming Community College District,WY,Rocky Mountains,Public,3120.0,7632.0,12020.0,Health,39600,5900,18200,35400,55600,75300
Western Wyoming Community College,WY,Rocky Mountains,Public,2953.0,7465.0,11194.0,Mechanic,38500,5300,15800,31800,52000,77000
University of Wyoming,WY,Rocky Mountains,Public,5217.0,16827.0,19615.0,Business Marketing,54200,11300,29500,47300,68000,90700
American Samoa Community College,AS,Outlying Areas,Public,3950.0,4250.0,7400.0,Humanities,24500,4400,12100,22300,34000,42600
Guam Community College,GU,Outlying Areas,Public,3414.0,4614.0,11632.0,Security law,26500,5400,14400,23500,34200,46400
University of Guam,GU,Outlying Areas,Public,5578.0,12634.0,13534.0,Business Marketing,33300,10000,18600,30100,42700,57700
Northern Marianas College,MP,Outlying Areas,Public,4038.0,5520.0,8734.0,Humanities,24200,2200,10800,20700,33100,41300
American University of Puerto Rico,PR,Outlying Areas,Private,5811.0,5811.0,16567.0,Security law,24200,4600,13800,21700,34000,41300
American University of Puerto Rico,PR,Outlying Areas,Private,5811.0,5811.0,16800.0,Security law,24200,4600,13800,21700,34000,41300
American Educational College,PR,Outlying Areas,Private,6634.0,6634.0,9223.0,Personal Culinary,17600,3300,7800,15100,20800,32800
Universidad Adventista de las Antillas,PR,Outlying Areas,Private,7070.0,7070.0,13227.0,Health,27300,3300,13200,20300,36600,52400
Atlantic University College,PR,Outlying Areas,Private,7425.0,7425.0,9598.0,Computer,25600,3200,10300,20100,33200,39500
Universidad Central de Bayamon,PR,Outlying Areas,Private,6260.0,6260.0,12125.0,Health,21600,3100,12000,19600,27000,38100
Columbia Central University-Caguas,PR,Outlying Areas,Private,6480.0,6480.0,9095.0,Health,25000,4300,13000,21300,34400,43600
Carlos Albizu University-San Juan,PR,Outlying Areas,Private,7868.0,7868.0,16785.0,Health,34000,5500,12900,30200,45400,53500
Caribbean University-Bayamon,PR,Outlying Areas,Private,5264.0,5264.0,8693.0,Health,21400,2900,10700,18700,27300,40700
Caribbean University-Carolina,PR,Outlying Areas,Private,5264.0,5264.0,9572.0,Health,21400,2900,10700,18700,27300,40700
Pontifical Catholic University of Puerto Rico-Arecibo,PR,Outlying Areas,Private,5268.0,5268.0,13809.0,Biological,21400,3500,10100,18500,27900,40700
Pontifical Catholic University of Puerto Rico-Ponce,PR,Outlying Areas,Private,5370.0,5370.0,14956.0,Health,21400,3500,10100,18500,27900,40700
CEM College-San Juan,PR,Outlying Areas,Private,7425.0,7425.0,12347.0,Health,22300,3200,10000,19000,28000,35400
Colegio Universitario de San Juan,PR,Outlying Areas,Public,2370.0,2370.0,5950.0,Health,28100,5800,15900,24400,36300,49300
Universidad Ana G. Mendez-Cupey Campus,PR,Outlying Areas,Private,5820.0,5820.0,13515.0,Health,22700,3700,11700,19400,29400,43100
EDP University of Puerto Rico Inc-San Sebastian,PR,Outlying Areas,Private,6200.0,10712.0,13272.0,Health,21900,3600,9600,18700,29300,39200
Instituto Tecnologico de Puerto Rico-Recinto de Manati,PR,Outlying Areas,Public,1125.0,1125.0,5025.0,Engineering Technology,23800,4700,12500,20200,31000,44000
Huertas College,PR,Outlying Areas,Private,6635.0,6635.0,11163.0,Health,22200,3300,11300,18500,27900,39300
Humacao Community College,PR,Outlying Areas,Private,5002.0,5002.0,9010.0,Health,23600,2100,12400,18200,27900,35200
ICPR Junior College-Arecibo,PR,Outlying Areas,Private,7010.0,7010.0,12444.0,Health,18700,2500,9200,16100,23500,34300
ICPR Junior College-Mayaguez,PR,Outlying Areas,Private,7010.0,7010.0,12030.0,Personal Culinary,18700,2500,9200,16100,23500,34300
Instituto Tecnologico de Puerto Rico-Recinto de Guayama,PR,Outlying Areas,Public,1125.0,1125.0,7061.0,Engineering Technology,23800,4700,12500,20200,31000,44000
Instituto Tecnologico de Puerto Rico-Recinto de Ponce,PR,Outlying Areas,Public,1130.0,1130.0,3930.0,Engineering Technology,23800,4700,12500,20200,31000,44000
Instituto Tecnologico de Puerto Rico-Recinto de San Juan,PR,Outlying Areas,Public,1105.0,1105.0,4007.0,Engineering Technology,23800,4700,12500,20200,31000,44000
Inter American University of Puerto Rico-San German,PR,Outlying Areas,Private,5898.0,5898.0,13136.0,Health,23500,4100,11600,19800,30000,44200
Inter American University of Puerto Rico-Aguadilla,PR,Outlying Areas,Private,5860.0,5860.0,11285.0,Health,23500,4100,11600,19800,30000,44200
Inter American University of Puerto Rico-Arecibo,PR,Outlying Areas,Private,5872.0,5872.0,12820.0,Health,23500,4100,11600,19800,30000,44200
Inter American University of Puerto Rico-Barranquitas,PR,Outlying Areas,Private,5860.0,5860.0,11470.0,Health,23500,4100,11600,19800,30000,44200
Inter American University of Puerto Rico-Metro,PR,Outlying Areas,Private,8517.0,8517.0,15638.0,Health,23500,4100,11600,19800,30000,44200
Inter American University of Puerto Rico-Ponce,PR,Outlying Areas,Private,5872.0,5872.0,10605.0,Health,23500,4100,11600,19800,30000,44200
Inter American University of Puerto Rico-Fajardo,PR,Outlying Areas,Private,5898.0,5898.0,11053.0,Health,23500,4100,11600,19800,30000,44200
Inter American University of Puerto Rico-Guayama,PR,Outlying Areas,Private,5860.0,5860.0,13276.0,Health,23500,4100,11600,19800,30000,44200
Inter American University of Puerto Rico-Bayamon,PR,Outlying Areas,Private,5898.0,5898.0,10738.0,Business Marketing,23500,4100,11600,19800,30000,44200
National University College,PR,Outlying Areas,Private,6495.0,6495.0,14223.0,Health,20900,3500,10200,17400,26200,35700
Universidad Ana G. Mendez-Carolina Campus,PR,Outlying Areas,Private,5820.0,5820.0,13315.0,Health,22700,3800,11600,19600,30500,41300
Universidad del Sagrado Corazon,PR,Outlying Areas,Private,6000.0,6000.0,14329.0,Communication,23400,3300,9900,20200,30700,46100
Universidad Politecnica de Puerto Rico,PR,Outlying Areas,Private,8328.0,8328.0,20061.0,Engineering,36300,4600,17100,29800,48400,61600
Pontifical Catholic University of Puerto Rico-Mayaguez,PR,Outlying Areas,Private,5268.0,5268.0,13208.0,Business Marketing,21400,3500,10100,18500,27900,40700
Universidad Ana G. Mendez-Gurabo Campus,PR,Outlying Areas,Private,5820.0,5820.0,13465.0,Health,24000,3500,12100,19700,30800,41900
College of Micronesia-FSM,FM,Outlying Areas,Public,4750.0,4750.0,9554.0,Education,20400,3100,9800,19500,29800,31900
University of the Virgin Islands,VI,Outlying Areas,Public,5235.0,14496.0,16786.0,Business Marketing,35500,11000,19800,32000,46800,59300
Stanford University,CA,Far West,Private,49617.0,49617.0,66696.0,Engineering,141300,22500,57000,94000,164000,232800
Purdue University-Main Campus,IN,Great Lakes,Public,9992.0,28794.0,22718.0,Engineering,62200,17700,36000,55100,81000,103200
EDP University of Puerto Rico Inc-San Juan,PR,Outlying Areas,Private,6200.0,10712.0,12497.0,Health,21900,3600,9600,18700,29300,39200
ICPR Junior College-General Institutional,PR,Outlying Areas,Private,7010.0,7010.0,12123.0,Health,18700,2500,9200,16100,23500,34300
City College-Fort Lauderdale,FL,Southeast,Private,13695.0,13695.0,28175.0,Health,31600,5400,14900,28400,41100,55500
Georgia State University-Perimeter College,GA,Southeast,Public,3304.0,9501.0,10600.0,Humanities,38500,7900,19000,34300,50600,67900
Georgia Piedmont Technical College,GA,Southeast,Public,2920.0,5056.0,13959.0,Mechanic,29000,6200,14400,26100,39300,53800
Vatterott College-Berkeley,MO,Plains,Private,11484.0,11484.0,24009.0,Health,33000,5600,15000,29200,45800,61500
Metro Business College-Jefferson City,MO,Plains,Private,11375.0,11375.0,16392.0,Health,20900,3700,9500,19100,29900,38900
Warren County Community College,NJ,Mid East,Public,4590.0,5490.0,10933.0,Humanities,36500,8300,17500,34800,52000,70200
St. John's College,NM,Southwest,Private,52320.0,52320.0,63690.0,Humanities,41400,6600,21500,33500,49500,72400
Mid-America Christian University,OK,Southwest,Private,17830.0,17830.0,24310.0,Business Marketing,44700,13100,21600,37700,56100,84300
Palo Alto College,TX,Southwest,Public,2760.0,13770.0,11953.0,Humanities,33300,7400,17700,30000,44800,57900
Athens Technical College,GA,Southeast,Public,2794.0,4930.0,10278.0,Health,30100,6200,16300,27800,39900,53100
Beckfield College-Florence,KY,Southeast,Private,13295.0,13295.0,31937.0,Health,30100,5100,13800,26400,42200,59400
Dorsey Business Schools-Wayne,MI,Great Lakes,Private,16354.0,16354.0,28251.0,Health,24700,4500,12100,22700,34100,45100
Sussex County Community College,NJ,Mid East,Public,6750.0,10950.0,15608.0,Humanities,37700,5300,18400,34600,51400,69500
Landmark College,VT,New England,Private,54750.0,54750.0,69020.0,Humanities,31800,3200,10700,23600,38900,57200
Collin County Community College District,TX,Southwest,Public,1384.0,4474.0,10166.0,Humanities,41600,7500,19800,37500,54800,75100
Owensboro Community and Technical College,KY,Southeast,Public,4080.0,13800.0,11642.0,Mechanic,31600,4500,13600,27300,43900,56800
FIDM-Fashion Institute of Design & Merchandising-San Diego,CA,Far West,Private,32293.0,32293.0,41897.0,Business Marketing,42400,5300,19200,37200,57400,79100
ECPI University,VA,Southeast,Private,15051.0,15051.0,25429.0,Health,39300,9100,20700,34600,51200,74100
Fortis Institute-Forty Fort,PA,Mid East,Private,15787.0,15787.0,23467.0,Health,24400,4200,10800,22500,34300,41700
Laurel Business Institute,PA,Mid East,Private,9914.0,9914.0,13900.0,Health,25200,2700,11400,21500,33100,47200
Aviation Institute of Maintenance-Philadelphia,PA,Mid East,Private,16757.0,16757.0,24346.0,Mechanic,43300,6300,19200,37200,61400,79200
Dorsey Business Schools-Roseville,MI,Great Lakes,Private,20472.0,20472.0,31993.0,Health,24700,4500,12100,22700,34100,45100
Southern Union State Community College,AL,Southeast,Public,4140.0,7710.0,15101.0,Health,35100,7100,16700,30700,46400,63100
South University-Columbia,SC,Southeast,Private,17014.0,17014.0,27413.0,Health,40200,7100,17600,33400,54000,67200
Lac Courte Oreilles Ojibwa Community College,WI,Great Lakes,Public,4590.0,4590.0,16665.0,Business Marketing,22100,2500,7700,21200,29900,41900
Platt College-Los Angeles,CA,Far West,Private,13794.0,13794.0,30725.0,Health,37300,3300,17100,33800,50300,65500
Purdue University Global-Davenport,IA,Plains,Private,14263.0,14263.0,19555.0,Health,40100,7500,17800,33900,53600,78100
Northwestern College-Southwestern Campus,IL,Great Lakes,Private,17475.0,17475.0,29360.0,Health,33100,7200,15900,29600,43200,60600
Pennsylvania Institute of Health and Technology,PA,Mid East,Private,13170.0,13170.0,22272.0,Health,24000,4800,9300,21300,33400,45500
St Charles Community College,MO,Plains,Public,2664.0,5376.0,7244.0,Humanities,36300,6800,20000,33000,46800,63200
Hussian College-Daymar College Bowling Green,KY,Southeast,Private,15000.0,15000.0,25749.0,Health,25700,3400,12600,23500,35800,46400
Altierus Career College Everett,WA,Far West,Private,11274.0,11274.0,26272.0,Health,30300,4900,15100,30100,40800,50400
Luna Community College,NM,Southwest,Public,962.0,2426.0,9729.0,Health,33000,3600,16000,28300,44500,62800
Caribbean University-Ponce,PR,Outlying Areas,Private,5264.0,5264.0,9464.0,Health,21400,2900,10700,18700,27300,40700
Caribbean University-Vega Baja,PR,Outlying Areas,Private,5264.0,5264.0,9218.0,Health,21400,2900,10700,18700,27300,40700
University of Advancing Technology,AZ,Southwest,Private,20928.0,20928.0,30799.0,Computer,57700,8700,29200,46400,78400,96500
Paradise Valley Community College,AZ,Southwest,Public,2094.0,7878.0,11400.0,Visual Performing,40500,6700,18500,35600,51900,69200
Chandler-Gilbert Community College,AZ,Southwest,Public,2094.0,7878.0,11533.0,Visual Performing,45800,8500,23000,38600,59500,82900
Madison Media Institute,WI,Great Lakes,Private,14708.0,14708.0,15335.0,Visual Performing,34400,7000,20100,31600,46800,55300
Vista College,TX,Southwest,Private,14450.0,14450.0,23070.0,Health,25700,3500,13300,20800,34100,47900
Pennsylvania College of Technology,PA,Mid East,Public,16350.0,23280.0,29647.0,Health,46100,11200,26700,42600,61200,74500
Stone Child College,MT,Rocky Mountains,Public,2645.0,2645.0,11749.0,Health,23800,1400,3200,16100,36700,61200
Suffolk County Community College,NY,Mid East,Public,5600.0,10470.0,11260.0,Humanities,42400,7300,20100,37800,57600,80600
Las Positas College,CA,Far West,Public,1138.0,7018.0,10563.0,Humanities,46500,3500,18600,38500,62800,80800
Ogeechee Technical College,GA,Southeast,Public,2872.0,5008.0,11879.0,Health,28300,5300,14300,26000,38100,46300
Remington College-Mobile Campus,AL,Southeast,Private,15069.0,15069.0,24794.0,Health,28100,5100,14900,26800,37300,58400
Southern Technical College,FL,Southeast,Private,14400.0,14400.0,23532.0,Health,28200,4800,13800,26600,38000,57900
California State University-San Marcos,CA,Far West,Public,7653.0,19533.0,19191.0,Social science,51100,9800,29400,47300,67300,86600
Argosy University-Hawaii,HI,Far West,Private,13438.0,13438.0,25795.0,Pyschology,45700,8900,24400,41400,60300,75000
Purdue University Global-Des Moines,IA,Plains,Private,15352.0,15352.0,23836.0,Health,40100,7500,17800,33900,53600,78100
Interactive College of Technology-Newport,KY,Southeast,Private,9770.0,9770.0,17415.0,Business Marketing,27500,5200,12500,23000,36300,50800
Platt College-McCann-Monroe,LA,Southeast,Private,11128.0,11128.0,24818.0,Health,31400,4100,16200,29000,43500,41800
Interactive College of Technology,TX,Southwest,Private,9530.0,9530.0,17785.0,Business Marketing,27900,6200,13700,23700,37900,52700
NorthWest Arkansas Community College,AR,Southeast,Public,3238.0,4738.0,11287.0,Humanities,37100,6600,18400,32800,49600,66800
Hodges University,FL,Southeast,Private,13940.0,13940.0,26352.0,Business Marketing,43600,8400,19600,37100,56800,78900
Argosy University-Atlanta,GA,Southeast,Private,13438.0,13438.0,25310.0,Pyschology,45700,8900,24400,41400,60300,75000
Hussian College-Daymar College Clarksville,TN,Southeast,Private,15000.0,15000.0,26587.0,Health,25700,3400,12600,23500,35800,46400
Nossi College of Art,TN,Southeast,Private,17800.0,17800.0,24734.0,Visual Performing,29700,4100,15400,26800,39200,51700
Southeastern Technical College,GA,Southeast,Public,2834.0,4970.0,9522.0,Health,23700,4900,12200,20600,31900,44600
Bryan University,MO,Plains,Private,15400.0,15400.0,25093.0,Business Marketing,28400,2900,14400,24400,37500,51700
Miami-Jacobs Career College-Columbus,OH,Great Lakes,Private,11140.0,11140.0,26872.0,Health,27100,4600,14000,25300,36500,49900
Bryant & Stratton College-Solon,OH,Great Lakes,Private,17492.0,17492.0,22059.0,Health,26600,2600,12100,24100,36800,46900
Fortis College,AL,Southeast,Private,14969.0,14969.0,28642.0,Health,22400,4900,12700,20900,28100,40300
IBMC College,CO,Rocky Mountains,Private,12600.0,12600.0,23647.0,Personal Culinary,27500,4400,13300,26700,35900,49500
Fortis College-Smyrna,GA,Southeast,Private,14631.0,14631.0,24424.0,Health,28300,6400,14900,27200,37100,48600
